link;price;title;title_short;annotation;diameter;width;et;pcd;type;dia;retail_price;brand;img;img_full;seller
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-62907208.html;21999;Комплект дисков Rays te37;Rays te37;"9.0x17"", 5x100.00, ET25, ЦО 73,1мм.";"17""";"9.0""";25мм;100.00x5;Литой;73,1 мм.;26999;RAYS;https://static.baza.farpost.ru/drom/1517821879538_bulletin;https://static.baza.farpost.ru/drom/1517821879538_default;Replika777
https://baza.drom.ru/chita/wheel/disc/komplekt-diskov-rays-te37-62907247.html;21999;Комплект дисков Rays te37;Rays te37;"9.0x17"", 5x114.30, ET25, ЦО 73,1мм.";"17""";"9.0""";25мм;114.30x5;Литой;73,1 мм.;26999;RAYS;https://static.baza.farpost.ru/drom/1517821879538_bulletin;https://static.baza.farpost.ru/drom/1517821879538_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-dip-shogun-a1-65897051.html;21999;New! Дип. Shogun A1;Дип. Shogun A1;"9.5x17"", 5x100.00, ET18, ЦО 73,1мм.";"17""";"9.5""";18мм;100.00x5;Литой;73,1 мм.;26999;Shogun;https://static.baza.farpost.ru/drom/1534993649331_bulletin;https://static.baza.farpost.ru/drom/1534993649331_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-shogun-a1-65905907.html;21999;New! Shogun A1;Shogun A1;"8.5x17"", 5x114.30, ET20, ЦО 73,1мм.";"17""";"8.5""";20мм;114.30x5;Литой;73,1 мм.;26999;Shogun;https://static.baza.farpost.ru/drom/1535009759087_bulletin;https://static.baza.farpost.ru/drom/1535009759087_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-dip-shogun-a1-hiper-black-65906671.html;21999;New! Дип. Shogun A1 (Hiper black);Дип. Shogun A1 (Hiper black);"8.5/9.5x17"", 5x114.30, ET22/18, ЦО 73,1мм.";"17""";"8.5/9.5""";22/18мм;114.30x5;Литой;73,1 мм.;26999;Shogun;https://static.baza.farpost.ru/drom/1535010900525_bulletin;https://static.baza.farpost.ru/drom/1535010900525_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-dip-shogun-a1-hiper-black-65906779.html;21999;New! Дип. Shogun A1 (Hiper black);Дип. Shogun A1 (Hiper black);"9.5x17"", 5x114.30, ET18, ЦО 73,1мм.";"17""";"9.5""";18мм;114.30x5;Литой;73,1 мм.;26999;Shogun;https://static.baza.farpost.ru/drom/1535011246997_bulletin;https://static.baza.farpost.ru/drom/1535011246997_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-dip-xxr-527-65927200.html;15999;New! Дип XXR 527;Дип XXR 527;"8.25x15"", 4x100.00, 4x114.30, ET0, ЦО 73,1мм.";"15""";"8.25""";0мм;100.00x4,114.30x4;Литой;73,1 мм.;20999;XXR;https://static.baza.farpost.ru/drom/1535086218749_bulletin;https://static.baza.farpost.ru/drom/1535086218749_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-weds-66229493.html;21999;NEW! Комплект дисков Weds;Weds;"8.0x17"", 5x114.30, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;114.30x5;Литой;73,1 мм.;26999;Weds;https://static.baza.farpost.ru/drom/1524781872698_bulletin;https://static.baza.farpost.ru/drom/1524781872698_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-weds-sport-55818185.html;26999;New! Комплект Weds sport;Weds sport;"8.5x18"", 5x114.30, ET35, ЦО 73,1мм.";"18""";"8.5""";35мм;114.30x5;Литой;73,1 мм.;31999;Weds;https://static.baza.farpost.ru/drom/1500434260655_bulletin;https://static.baza.farpost.ru/drom/1500434260655_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-shogun-a1-62259464.html;27999;New! Shogun A1;Shogun A1;"9.5/10.5x18"", 5x114.30, ET20/15, ЦО 73,1мм.";"18""";"9.5/10.5""";20/15мм;114.30x5;Литой;73,1 мм.;32999;RAYS;https://static.baza.farpost.ru/drom/1511110879072_bulletin;https://static.baza.farpost.ru/drom/1511110879072_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-komplekt-diskov-weds-62333402.html;21999;NEW! Комплект дисков Weds;Weds;"8.0x17"", 4x100.00, 4x114.30, ET35, ЦО 73,1мм.";"17""";"8.0""";35мм;100.00x4,114.30x4;Литой;73,1 мм.;26999;Weds;https://static.baza.farpost.ru/drom/1525657619381_bulletin;https://static.baza.farpost.ru/drom/1525657619381_default;Replika777
https://baza.drom.ru/chita/wheel/disc/dip-bronza-shogun-a1-63246209.html;26999;Дип. Бронза. Shogun A1;Дип. Бронза. Shogun A1;"9.5x18"", 5x114.30, ET20, ЦО 73,1мм.";"18""";"9.5""";20мм;114.30x5;Литой;73,1 мм.;31999;Shogun;https://static.baza.farpost.ru/drom/1525778923164_bulletin;https://static.baza.farpost.ru/drom/1525778923164_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-work-equip-03-64427956.html;18500;NEW! Work Equip 03;Work Equip 03;"7.5/8.5x16"", 4x100.00, ET18/15, ЦО 73,1мм.";"16""";"7.5/8.5""";18/15мм;100.00x4;Литой;73,1 мм.;23500;Work;https://static.baza.farpost.ru/drom/1531273874111_bulletin;https://static.baza.farpost.ru/drom/1531273874111_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-dip-xxr-527-65229514.html;15999;New! Дип XXR 527;Дип XXR 527;"8.25x15"", 4x100.00, 4x114.30, ET0, ЦО 73,1мм.";"15""";"8.25""";0мм;100.00x4,114.30x4;Литой;73,1 мм.;20999;XXR;https://static.baza.farpost.ru/drom/1535086013622_bulletin;https://static.baza.farpost.ru/drom/1535086013622_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-dip-shogun-a1-65897098.html;21999;New! Дип. Shogun A1;Дип. Shogun A1;"8.5x17"", 5x100.00, ET22, ЦО 73,1мм.";"17""";"8.5""";22мм;100.00x5;Литой;73,1 мм.;26999;Shogun;https://static.baza.farpost.ru/drom/1534993246505_bulletin;https://static.baza.farpost.ru/drom/1534993246505_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-dip-shogun-a1-65897235.html;21999;New! Дип. Shogun A1;Дип. Shogun A1;"8.5x17"", 5x100.00, ET22, ЦО 73,1мм.";"17""";"8.5""";22мм;100.00x5;Литой;73,1 мм.;26999;Shogun;https://static.baza.farpost.ru/drom/1534994295307_bulletin;https://static.baza.farpost.ru/drom/1534994295307_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-rays-ce28-65927466.html;26999;New! Rays CE28;Rays CE28;"9.5x18"", 5x100.00, 5x114.30, ET22, ЦО 73,1мм.";"18""";"9.5""";22мм;100.00x5,114.30x5;Литой;73,1 мм.;31999;RAYS;https://static.baza.farpost.ru/drom/1535086896784_bulletin;https://static.baza.farpost.ru/drom/1535086896784_default;Replika777
https://baza.drom.ru/chita/wheel/disc/new-prodrive-gc-05f-66097566.html;21999;New! Prodrive GC-05F;Prodrive GC-05F;"9.0x17"", 5x114.30, ET30, ЦО 73,1мм.";"17""";"9.0""";30мм;114.30x5;Литой;73,1 мм.;26999;ProDrive;https://static.baza.farpost.ru/drom/1501145318949_bulletin;https://static.baza.farpost.ru/drom/1501145318949_default;Replika777
